0.025 0
0.075 0
0.125 0
0.175 0
0.225 0
0.275 0
0.325 0
0.375 0
0.425 0
0.475 0
0.525 0.422874
0.575 0.409426
0.625 0.390108
0.675 0.385488
0.725 0.369462
0.775 0.354438
0.825 0.340068
0.875 0.332744
0.925 0.326092
0.975 0.322198
1.025 0.311568
1.075 0.30307
1.125 0.306398
1.175 0.305008
1.225 0.30024
1.275 0.303136
1.325 0.30072
1.375 0.305158
1.425 0.309568
1.475 0.32647
1.525 0.335322
1.575 0.34564
1.625 0.350658
1.675 0.353906
1.725 0.356904
1.775 0.351824
1.825 0.361102
1.875 0.34807
1.925 0.358504
1.975 0.356276
2.025 0.36206
2.075 0.35773
2.125 0.362078
2.175 0.360906
2.225 0.358752
2.275 0.363096
2.325 0.358948
2.375 0.361844
2.425 0.3668
2.475 0.370614
2.525 0.37075
2.575 0.36571
2.625 0.374312
2.675 0.367074
2.725 0.369146
2.775 0.379494
2.825 0.375428
2.875 0.386282
2.925 0.37131
2.975 0.373682
3.025 0.3671
3.075 0.38114
3.125 0.381718
3.175 0.376182
3.225 0.391662
3.275 0.379444
3.325 0.374364
3.375 0.376906
3.425 0.38196
3.475 0.372494
3.525 0.371268
3.575 0.375616
3.625 0.380498
3.675 0.376116
3.725 0.388412
3.775 0.386532
3.825 0.384754
3.875 0.385682
3.925 0.378216
3.975 0.383804
4.025 0.38928
4.075 0.37989
4.125 0.385978
4.175 0.375918
4.225 0.38186
4.275 0.383934
4.325 0.398432
4.375 0.384262
4.425 0.379042
4.475 0.376896
4.525 0.391368
4.575 0.385084
4.625 0.387702
4.675 0.383192
4.725 0.388284
4.775 0.379596
4.825 0.38763
4.875 0.38156
4.925 0.380066
4.975 0.381734
5.025 0.384464
5.075 0.383722
5.125 0.381254
5.175 0.386652
5.225 0.39037
5.275 0.391858
5.325 0.38204
5.375 0.390386
5.425 0.383842
5.475 0.38414
5.525 0.38001
5.575 0.378242
5.625 0.381946
5.675 0.378112
5.725 0.389226
5.775 0.379908
5.825 0.376902
5.875 0.377802
5.925 0.372816
5.975 0.376524
6.025 0.375066
6.075 0.379724
6.125 0.387858
6.175 0.383722
6.225 0.3856
6.275 0.383732
6.325 0.387812
6.375 0.381428
6.425 0.3781
6.475 0.38508
6.525 0.38074
6.575 0.381042
6.625 0.381318
6.675 0.385224
6.725 0.374102
6.775 0.382624
6.825 0.379568
6.875 0.37155
6.925 0.36971
6.975 0.370484
7.025 0.375534
7.075 0.37038
7.125 0.372408
7.175 0.36311
7.225 0.374908
7.275 0.37843
7.325 0.369832
7.375 0.377974
7.425 0.369892
7.475 0.357882
7.525 0.37159
7.575 0.37459
7.625 0.359798
7.675 0.366456
7.725 0.36079
7.775 0.357912
7.825 0.364218
7.875 0.356538
7.925 0.366634
7.975 0.360394
8.025 0.354822
8.075 0.35856
8.125 0.359114
8.175 0.362348
8.225 0.345128
8.275 0.351322
8.325 0.356126
8.375 0.350882
8.425 0.338488
8.475 0.33034
8.525 0.325172
8.575 0.30914
8.625 0.30794
8.675 0.308364
8.725 0.302094
8.775 0.297546
8.825 0.30008
8.875 0.30772
8.925 0.30775
8.975 0.316372
9.025 0.31676
9.075 0.326744
9.125 0.338728
9.175 0.338408
9.225 0.350832
9.275 0.364548
9.325 0.37261
9.375 0.386244
9.425 0.39291
9.475 0.416398
9.525 0
9.575 0
9.625 0
9.675 0
9.725 0
9.775 0
9.825 0
9.875 0
9.925 0
9.975 0
